"","census","complaint.category","n","top"
"5779","36081134100","collection",1,"no"
"5780","36081134100","other",4,"no"
"5781","36081134100","parking",3,"no"
"5782","36081134700","collection",2,"no"
"5783","36081134700","other",4,"no"
"5784","36081134700","parking",1,"no"
"5785","36081136700","collection",2,"no"
"5786","36081136700","other",4,"no"
"5787","36081137700","collection",1,"no"
"5788","36081137700","noise",3,"no"
"5789","36081137700","other",2,"no"
"5790","36081138501","collection",7,"no"
"5791","36081138501","noise",1,"no"
"5792","36081138501","other",1,"no"
"5793","36081138501","parking",2,"no"
"5794","36081139900","collection",1,"no"
"5795","36081139900","other",4,"no"
"5796","36081140300","collection",6,"no"
"5797","36081140300","other",2,"no"
"5798","36081140300","parking",1,"no"
"5799","36081140901","collection",1,"no"
"5800","36081140901","other",1,"no"
"5801","36081140902","collection",3,"no"
"5802","36081140902","other",4,"no"
"5803","36081140902","parking",1,"no"
"5804","36081141700","collection",13,"no"
"5805","36081141700","noise",2,"no"
"5806","36081141700","other",7,"no"
"5807","36081142900","collection",3,"no"
"5808","36081142900","other",1,"no"
"5809","36081143500","collection",1,"no"
"5810","36081143500","other",6,"no"
"5811","36081144100","collection",2,"no"
"5812","36081144100","other",1,"no"
"5813","36081144100","parking",1,"no"
"5814","36081144700","collection",4,"no"
"5815","36081144700","other",5,"no"
"5816","36081144700","parking",2,"no"
"5817","36081145101","collection",1,"no"
"5818","36081145101","other",3,"no"
"5819","36081145102","collection",1,"no"
"5820","36081145102","noise",2,"no"
"5821","36081145102","other",1,"no"
"5822","36081145900","collection",6,"no"
"5823","36081145900","noise",1,"no"
"5824","36081145900","other",8,"no"
"5825","36081146300","collection",4,"no"
"5826","36081146300","other",2,"no"
"5827","36081146700","collection",2,"no"
"5828","36081146700","noise",2,"no"
"5829","36081146700","other",1,"no"
"5830","36081146700","parking",3,"no"
"5831","36081147100","collection",5,"no"
"5832","36081147100","noise",1,"no"
"5833","36081147100","other",3,"no"
"5834","36081147100","parking",3,"no"
"5835","36081147900","collection",4,"no"
"5836","36081147900","other",3,"no"
"5837","36081147900","parking",2,"no"
"5838","36081148300","collection",2,"no"
"5839","36081148300","other",2,"no"
"5840","36081150701","collection",4,"no"
"5841","36081150701","other",1,"no"
"5842","36081150701","parking",2,"no"
"5843","36081150702","collection",4,"no"
"5844","36081150702","other",4,"no"
"5845","36081150702","parking",1,"no"
"5846","36081152901","collection",11,"no"
"5847","36081152901","noise",1,"no"
"5848","36081152901","other",4,"no"
"5849","36081152901","parking",1,"no"
"5850","36081152902","collection",12,"no"
"5851","36081152902","noise",1,"no"
"5852","36081152902","other",1,"no"
"5853","36081155102","noise",1,"no"
"5854","36081155102","other",2,"no"
"5855","36081155102","parking",4,"no"
"5856","36081156700","parking",3,"no"
"5857","36081157101","collection",1,"no"
"5858","36081157101","noise",3,"no"
"5859","36081157101","other",4,"no"
"5860","36081157102","other",1,"no"
"5861","36081157102","parking",2,"no"
"5862","36081157901","other",4,"no"
"5863","36081157901","parking",1,"no"
"5864","36081157902","collection",1,"no"
"5865","36081157902","noise",2,"no"
"5866","36081157902","other",5,"no"
"5867","36081157902","parking",1,"no"
"5868","36081157903","collection",1,"no"
"5869","36081157903","other",8,"no"
"5870","36081157903","parking",10,"no"
"5871","36081161700","collection",2,"no"
"5872","36081161700","noise",2,"no"
"5873","36081161700","other",2,"no"
"5874","36081161700","parking",1,"no"
"5875","36081162100","noise",1,"no"
"5876","36081162100","other",5,"no"
"5877","36081162100","parking",2,"no"
"5878","36085000300","noise",1,"no"
"5879","36085000300","other",3,"no"
"5880","36085000300","parking",1,"no"
"5881","36085000600","collection",1,"no"
"5882","36085000600","household",1,"no"
"5883","36085000600","noise",4,"no"
"5884","36085000600","other",2,"no"
"5885","36085000600","parking",2,"no"
"5886","36085000700","collection",1,"no"
"5887","36085000700","household",1,"no"
"5888","36085000700","noise",5,"no"
"5889","36085000700","other",3,"no"
"5890","36085000700","parking",1,"no"
"5891","36085000800","collection",5,"no"
"5892","36085000800","household",2,"no"
"5893","36085000800","other",7,"no"
"5894","36085000900","household",5,"no"
"5895","36085000900","other",8,"no"
"5896","36085000900","parking",1,"no"
"5897","36085001100","collection",2,"no"
"5898","36085001100","household",19,"no"
"5899","36085001100","noise",1,"no"
"5900","36085001100","other",20,"no"
"5901","36085001100","parking",1,"no"
"5902","36085001700","collection",2,"no"
"5903","36085001700","noise",1,"no"
"5904","36085002001","other",3,"no"
"5905","36085002002","other",2,"no"
"5906","36085002002","parking",1,"no"
"5907","36085002100","collection",3,"no"
"5908","36085002100","noise",5,"no"
"5909","36085002100","other",9,"no"
"5910","36085002700","household",1,"no"
"5911","36085002700","other",3,"no"
"5912","36085002900","household",2,"no"
"5913","36085002900","noise",2,"no"
"5914","36085002900","other",7,"no"
"5915","36085002900","parking",7,"no"
"5916","36085003300","collection",1,"no"
"5917","36085003300","other",5,"no"
"5918","36085003300","parking",7,"no"
"5919","36085003600","other",1,"no"
"5920","36085003900","collection",2,"no"
"5921","36085003900","other",1,"no"
"5922","36085003900","parking",3,"no"
"5923","36085004000","household",12,"no"
"5924","36085004000","noise",3,"no"
"5925","36085004000","other",20,"no"
"5926","36085004000","parking",2,"no"
"5927","36085004700","other",5,"no"
"5928","36085005000","noise",1,"no"
"5929","36085005000","other",1,"no"
"5930","36085005900","collection",4,"no"
"5931","36085005900","other",2,"no"
"5932","36085005900","parking",1,"no"
"5933","36085006400","collection",1,"no"
"5934","36085006400","other",5,"no"
"5935","36085006700","other",3,"no"
"5936","36085007000","collection",4,"no"
"5937","36085007000","noise",1,"no"
"5938","36085007000","other",4,"no"
"5939","36085007000","parking",2,"no"
"5940","36085007400","collection",1,"no"
"5941","36085007400","noise",1,"no"
"5942","36085007400","other",2,"no"
"5943","36085007400","parking",4,"no"
"5944","36085007500","collection",1,"no"
"5945","36085007500","other",7,"no"
"5946","36085007500","parking",3,"no"
"5947","36085007700","other",1,"no"
"5948","36085008100","household",2,"no"
"5949","36085008100","noise",2,"no"
"5950","36085008100","other",4,"no"
"5951","36085008100","parking",1,"no"
"5952","36085009601","collection",1,"no"
"5953","36085009601","other",5,"no"
"5954","36085009602","collection",2,"no"
"5955","36085009602","household",1,"no"
"5956","36085009602","other",3,"no"
"5957","36085009602","parking",1,"no"
"5958","36085009700","collection",3,"no"
"5959","36085009700","noise",1,"no"
"5960","36085009700","other",5,"no"
"5961","36085009700","parking",2,"no"
"5962","36085010500","collection",2,"no"
"5963","36085010500","other",9,"no"
"5964","36085010500","parking",1,"no"
"5965","36085011201","collection",2,"no"
"5966","36085011201","household",1,"no"
"5967","36085011201","noise",2,"no"
"5968","36085011201","other",4,"no"
"5969","36085011202","noise",5,"no"
"5970","36085011202","other",4,"no"
"5971","36085011202","parking",1,"no"
"5972","36085011401","collection",2,"no"
"5973","36085011401","noise",2,"no"
"5974","36085011401","other",1,"no"
"5975","36085011401","parking",1,"no"
"5976","36085011402","other",5,"no"
"5977","36085012100","collection",3,"no"
"5978","36085012100","other",5,"no"
"5979","36085012100","parking",2,"no"
"5980","36085012200","collection",4,"no"
"5981","36085012200","noise",2,"no"
"5982","36085012200","other",6,"no"
"5983","36085012200","parking",1,"no"
"5984","36085012500","collection",1,"no"
"5985","36085012500","noise",3,"no"
"5986","36085012500","other",5,"no"
"5987","36085012804","noise",4,"no"
"5988","36085012804","other",6,"no"
"5989","36085012804","parking",2,"no"
"5990","36085012805","collection",1,"no"
"5991","36085012805","other",5,"no"
"5992","36085012806","household",1,"no"
"5993","36085012806","other",10,"no"
"5994","36085012806","parking",1,"no"
"5995","36085013201","collection",1,"no"
"5996","36085013201","other",2,"no"
"5997","36085013203","collection",3,"no"
"5998","36085013203","other",9,"no"
"5999","36085013203","parking",3,"no"
"6000","36085013204","other",16,"no"
"6001","36085013301","noise",1,"no"
"6002","36085013302","collection",4,"no"
"6003","36085013302","household",2,"no"
"6004","36085013302","noise",3,"no"
"6005","36085013302","other",12,"no"
"6006","36085013302","parking",3,"no"
"6007","36085013400","collection",1,"no"
"6008","36085013400","other",4,"no"
"6009","36085013400","parking",5,"no"
"6010","36085013800","collection",3,"no"
"6011","36085013800","noise",1,"no"
"6012","36085013800","other",9,"no"
"6013","36085014100","collection",1,"no"
"6014","36085014100","noise",1,"no"
"6015","36085014100","other",1,"no"
"6016","36085014604","collection",6,"no"
"6017","36085014604","household",2,"no"
"6018","36085014604","other",4,"no"
"6019","36085014604","parking",4,"no"
"6020","36085014605","collection",2,"no"
"6021","36085014605","other",3,"no"
"6022","36085014605","parking",1,"no"
"6023","36085014606","collection",2,"no"
"6024","36085014606","noise",2,"no"
"6025","36085014606","other",9,"no"
"6026","36085014606","parking",1,"no"
"6027","36085014607","collection",2,"no"
"6028","36085014607","other",1,"no"
"6029","36085014608","collection",4,"no"
"6030","36085014608","noise",2,"no"
"6031","36085014608","other",5,"no"
"6032","36085014608","parking",2,"no"
"6033","36085014700","other",2,"no"
"6034","36085015100","collection",2,"no"
"6035","36085015100","noise",1,"no"
"6036","36085015100","other",4,"no"
"6037","36085015601","collection",4,"no"
"6038","36085015601","other",8,"no"
"6039","36085015602","collection",2,"no"
"6040","36085015602","noise",1,"no"
"6041","36085015602","other",5,"no"
"6042","36085015603","collection",1,"no"
"6043","36085015603","noise",1,"no"
"6044","36085015603","other",4,"no"
"6045","36085015603","parking",3,"no"
"6046","36085016901","collection",2,"no"
"6047","36085016901","other",1,"no"
"6048","36085016901","parking",1,"no"
"6049","36085017005","collection",2,"no"
"6050","36085017005","noise",4,"no"
"6051","36085017005","other",13,"no"
"6052","36085017007","collection",1,"no"
"6053","36085017007","other",3,"no"
"6054","36085017008","collection",6,"no"
"6055","36085017008","other",8,"no"
"6056","36085017008","parking",1,"no"
"6057","36085017009","collection",2,"no"
"6058","36085017009","noise",1,"no"
"6059","36085017009","other",3,"no"
"6060","36085017010","collection",4,"no"
"6061","36085017010","noise",2,"no"
"6062","36085017010","other",8,"no"
"6063","36085017010","parking",5,"no"
"6064","36085017011","collection",1,"no"
"6065","36085017011","other",9,"no"
"6066","36085017011","parking",1,"no"
"6067","36085017012","collection",1,"no"
"6068","36085017012","other",4,"no"
"6069","36085017012","parking",1,"no"
"6070","36085017300","collection",1,"no"
"6071","36085017300","other",10,"no"
"6072","36085017600","collection",1,"no"
"6073","36085017600","other",9,"no"
"6074","36085017700","collection",2,"no"
"6075","36085017700","other",12,"no"
"6076","36085018100","household",1,"no"
"6077","36085018100","other",6,"no"
"6078","36085018100","parking",3,"no"
"6079","36085018701","collection",2,"no"
"6080","36085018701","other",4,"no"
"6081","36085018702","collection",1,"no"
"6082","36085018702","other",6,"no"
"6083","36085018702","parking",5,"no"
"6084","36085018901","collection",1,"no"
"6085","36085018901","household",3,"no"
"6086","36085018901","noise",2,"no"
"6087","36085018901","other",13,"no"
"6088","36085018901","parking",1,"no"
"6089","36085018902","collection",2,"no"
"6090","36085018902","other",5,"no"
"6091","36085018902","parking",1,"no"
"6092","36085019700","collection",1,"no"
"6093","36085019700","parking",1,"no"
"6094","36085019800","collection",4,"no"
"6095","36085019800","other",7,"no"
"6096","36085020100","collection",2,"no"
"6097","36085020100","noise",1,"no"
"6098","36085020100","other",6,"no"
"6099","36085020700","collection",2,"no"
"6100","36085020700","household",9,"no"
"6101","36085020700","noise",7,"no"
"6102","36085020700","other",19,"no"
"6103","36085020700","parking",5,"no"
"6104","36085020801","collection",4,"no"
"6105","36085020801","other",9,"no"
"6106","36085020801","parking",1,"no"
"6107","36085020803","collection",3,"no"
"6108","36085020803","other",6,"no"
"6109","36085020803","parking",1,"no"
"6110","36085020804","collection",1,"no"
"6111","36085020804","noise",1,"no"
"6112","36085020804","other",4,"no"
"6113","36085020804","parking",2,"no"
"6114","36085021300","household",1,"no"
"6115","36085021300","other",4,"no"
"6116","36085021300","parking",2,"no"
"6117","36085022300","collection",3,"no"
"6118","36085022300","other",13,"no"
"6119","36085022300","parking",1,"no"
"6120","36085022600","collection",2,"no"
"6121","36085022600","noise",1,"no"
"6122","36085022600","other",10,"no"
"6123","36085022600","parking",10,"no"
"6124","36085023100","collection",1,"no"
"6125","36085023100","noise",2,"no"
"6126","36085023100","other",9,"no"
"6127","36085023900","collection",1,"no"
"6128","36085023900","noise",4,"no"
"6129","36085023900","other",12,"no"
"6130","36085023900","parking",1,"no"
"6131","36085024401","collection",1,"no"
"6132","36085024401","other",6,"no"
"6133","36085024402","collection",2,"no"
"6134","36085024402","other",2,"no"
"6135","36085024402","parking",1,"no"
"6136","36085024700","household",1,"no"
"6137","36085024700","noise",3,"no"
"6138","36085024700","other",5,"no"
"6139","36085024700","parking",1,"no"
"6140","36085024800","collection",3,"no"
"6141","36085024800","other",4,"no"
"6142","36085025100","collection",3,"no"
