"","complaint.category","Total Population","Census Measure","decile"
"35261","noise",1053,"income_decile",3
"35262","noise",7906,"income_decile",9
"35263","noise",7129,"income_decile",8
"35264","noise",4715,"income_decile",3
"35265","other",13483,"income_decile",10
"35266","other",6534,"income_decile",8
"35267","other",13483,"income_decile",10
"35268","noise",4198,"income_decile",5
"35269","other",2081,"income_decile",1
"35270","other",15698,"income_decile",10
"35271","parking",2267,"income_decile",2
"35272","other",1459,"income_decile",3
"35273","other",7617,"income_decile",8
"35274","other",5726,"income_decile",9
"35275","other",4596,"income_decile",6
"35276","other",1331,"income_decile",1
"35277","other",1073,"income_decile",1
"35278","other",4338,"income_decile",5
"35279","household",3378,"income_decile",5
"35280","other",5622,"income_decile",6
"35281","household",2952,"income_decile",4
"35282","household",5619,"income_decile",6
"35283","other",3766,"income_decile",6
"35284","noise",4724,"income_decile",6
"35285","household",6843,"income_decile",9
"35286","other",6119,"income_decile",6
"35287","noise",9469,"income_decile",9
"35288","household",5619,"income_decile",6
"35289","household",2432,"income_decile",3
"35290","other",5619,"income_decile",6
"35291","household",12768,"income_decile",10
"35292","household",5619,"income_decile",6
"35293","household",1822,"income_decile",1
"35294","other",5822,"income_decile",8
"35295","other",3592,"income_decile",2
"35296","household",3388,"income_decile",3
"35297","parking",6171,"income_decile",7
"35298","other",3766,"income_decile",6
"35299","other",6119,"income_decile",6
"35300","other",2487,"income_decile",3
"35301","noise",2131,"income_decile",1
"35302","other",8033,"income_decile",9
"35303","noise",2266,"income_decile",3
"35304","household",3766,"income_decile",6
"35305","other",5243,"income_decile",7
"35306","household",1822,"income_decile",1
"35307","other",1822,"income_decile",1
"35308","household",7107,"income_decile",9
"35309","household",3645,"income_decile",2
"35310","parking",4830,"income_decile",5
"35311","other",5246,"income_decile",8
"35312","other",2433,"income_decile",3
"35313","other",6238,"income_decile",9
"35314","other",3258,"income_decile",3
"35315","other",6245,"income_decile",9
"35316","noise",7996,"income_decile",10
"35317","noise",7906,"income_decile",9
"35318","noise",2078,"income_decile",1
"35319","other",5537,"income_decile",7
"35320","noise",12228,"income_decile",10
"35321","noise",5899,"income_decile",7
"35322","other",6939,"income_decile",8
"35323","household",8866,"income_decile",9
"35324","other",2433,"income_decile",3
"35325","other",3760,"income_decile",5
"35326","parking",2488,"income_decile",2
"35327","noise",2699,"income_decile",2
"35328","parking",4067,"income_decile",5
"35329","noise",3982,"income_decile",4
"35330","parking",1934,"income_decile",1
"35331","other",5073,"income_decile",8
"35332","other",1199,"income_decile",1
"35333","other",6261,"income_decile",9
"35334","parking",2522,"income_decile",2
"35335","noise",5925,"income_decile",8
"35336","noise",2991,"income_decile",3
"35337","parking",5207,"income_decile",9
"35338","other",5069,"income_decile",5
"35339","other",2343,"income_decile",5
"35340","other",2839,"income_decile",2
"35341","noise",5603,"income_decile",8
"35342","other",2747,"income_decile",2
"35343","collection",3789,"income_decile",5
"35344","other",5537,"income_decile",7
"35345","household",2487,"income_decile",3
"35346","parking",3417,"income_decile",3
"35347","other",15698,"income_decile",10
"35348","parking",4243,"income_decile",4
"35349","other",8924,"income_decile",10
"35350","collection",6569,"income_decile",7
"35351","other",3766,"income_decile",6
"35352","household",2487,"income_decile",3
"35353","parking",7129,"income_decile",8
"35354","noise",6119,"income_decile",6
"35355","parking",4764,"income_decile",5
"35356","parking",2649,"income_decile",5
"35357","collection",7279,"income_decile",9
"35358","other",6469,"income_decile",4
"35359","parking",3778,"income_decile",4
"35360","noise",3087,"income_decile",6
"35361","noise",3865,"income_decile",4
"35362","household",5875,"income_decile",8
"35363","other",2839,"income_decile",2
"35364","other",8463,"income_decile",10
"35365","other",3491,"income_decile",4
"35366","noise",3478,"income_decile",5
"35367","noise",4499,"income_decile",8
"35368","other",4220,"income_decile",3
"35369","parking",3417,"income_decile",3
"35370","other",7398,"income_decile",9
"35371","parking",2770,"income_decile",1
"35372","parking",4562,"income_decile",5
"35373","parking",8786,"income_decile",9
"35374","parking",5069,"income_decile",5
"35375","collection",2592,"income_decile",5
"35376","parking",3820,"income_decile",4
"35377","parking",4067,"income_decile",5
"35378","collection",9169,"income_decile",10
"35379","collection",5269,"income_decile",9
"35380","parking",2180,"income_decile",2
"35381","household",6616,"income_decile",8
"35382","other",2359,"income_decile",3
"35383","other",2839,"income_decile",2
"35384","other",8976,"income_decile",10
"35385","other",3606,"income_decile",3
"35386","household",3378,"income_decile",5
"35387","other",8890,"income_decile",10
"35388","noise",5817,"income_decile",8
"35389","other",5619,"income_decile",6
"35390","other",7107,"income_decile",9
"35391","noise",3573,"income_decile",4
"35392","other",4848,"income_decile",8
"35393","parking",3649,"income_decile",3
"35394","household",5619,"income_decile",6
"35395","household",5619,"income_decile",6
"35396","household",12228,"income_decile",10
"35397","other",1636,"income_decile",1
"35398","other",3592,"income_decile",2
"35399","noise",3690,"income_decile",4
"35400","other",8976,"income_decile",10
"35401","collection",6569,"income_decile",7
"35402","collection",2981,"income_decile",2
"35403","other",8033,"income_decile",9
"35404","parking",4139,"income_decile",7
"35405","other",4056,"income_decile",7
"35406","collection",4855,"income_decile",8
"35407","collection",2593,"income_decile",3
"35408","other",2426,"income_decile",2
"35409","other",3061,"income_decile",3
"35410","other",8092,"income_decile",8
"35411","collection",5050,"income_decile",8
"35412","collection",7039,"income_decile",10
"35413","other",4384,"income_decile",8
"35414","collection",9865,"income_decile",10
"35415","other",3760,"income_decile",5
"35416","collection",3563,"income_decile",4
"35417","collection",6261,"income_decile",9
"35418","collection",3102,"income_decile",4
"35419","parking",4225,"income_decile",4
"35420","other",8434,"income_decile",9
"35421","noise",5603,"income_decile",8
"35422","collection",9245,"income_decile",10
"35423","noise",6201,"income_decile",8
"35424","other",4397,"income_decile",5
"35425","other",2355,"income_decile",2
"35426","noise",3766,"income_decile",6
"35427","household",3082,"income_decile",4
"35428","other",7958,"income_decile",9
"35429","household",3082,"income_decile",4
"35430","other",4804,"income_decile",8
"35431","collection",5817,"income_decile",8
"35432","household",8316,"income_decile",9
"35433","parking",4035,"income_decile",6
"35434","parking",3543,"income_decile",3
"35435","noise",3496,"income_decile",4
"35436","noise",3573,"income_decile",4
"35437","collection",1210,"income_decile",1
"35438","collection",3949,"income_decile",7
"35439","other",6410,"income_decile",8
"35440","collection",5759,"income_decile",9
"35441","parking",3535,"income_decile",4
"35442","other",9388,"income_decile",10
"35443","noise",2146,"income_decile",2
"35444","noise",4743,"income_decile",6
"35445","parking",2359,"income_decile",3
"35446","noise",5899,"income_decile",7
"35447","other",2810,"income_decile",2
"35448","other",3766,"income_decile",6
"35449","other",2432,"income_decile",3
"35450","other",10324,"income_decile",10
"35451","parking",5207,"income_decile",9
"35452","other",7996,"income_decile",10
"35453","parking",3850,"income_decile",4
"35454","parking",3195,"income_decile",2
"35455","other",5923,"income_decile",9
"35456","parking",3563,"income_decile",4
"35457","noise",4008,"income_decile",4
"35458","parking",2687,"income_decile",5
"35459","parking",2857,"income_decile",6
"35460","parking",9442,"income_decile",10
"35461","other",3668,"income_decile",6
"35462","other",3125,"income_decile",4
"35463","household",8093,"income_decile",9
"35464","noise",8976,"income_decile",10
"35465","household",5618,"income_decile",7
"35466","other",2770,"income_decile",1
"35467","other",3694,"income_decile",4
"35468","other",3710,"income_decile",5
"35469","noise",4598,"income_decile",6
"35470","other",8030,"income_decile",8
"35471","parking",4616,"income_decile",7
"35472","noise",2146,"income_decile",2
"35473","noise",5511,"income_decile",9
"35474","noise",3643,"income_decile",9
"35475","noise",7777,"income_decile",9
"35476","parking",5709,"income_decile",7
"35477","parking",7327,"income_decile",8
"35478","noise",7674,"income_decile",9
"35479","other",5690,"income_decile",7
"35480","noise",3482,"income_decile",7
"35481","parking",5467,"income_decile",8
"35482","other",5553,"income_decile",5
"35483","parking",4164,"income_decile",5
"35484","other",5489,"income_decile",9
"35485","collection",5101,"income_decile",9
"35486","other",4469,"income_decile",5
"35487","noise",4821,"income_decile",6
"35488","noise",5511,"income_decile",9
"35489","household",1822,"income_decile",1
"35490","other",5338,"income_decile",8
"35491","noise",3793,"income_decile",3
"35492","parking",3256,"income_decile",4
"35493","collection",6013,"income_decile",7
"35494","parking",3125,"income_decile",4
"35495","parking",3577,"income_decile",3
"35496","other",3675,"income_decile",5
"35497","parking",5069,"income_decile",5
"35498","noise",3496,"income_decile",4
"35499","other",2686,"income_decile",5
"35500","noise",5106,"income_decile",6
"35501","noise",4835,"income_decile",7
"35502","noise",7658,"income_decile",8
"35503","collection",5512,"income_decile",7
"35504","parking",1707,"income_decile",2
"35505","parking",5718,"income_decile",8
"35506","noise",4389,"income_decile",4
"35507","noise",4690,"income_decile",5
"35508","noise",4226,"income_decile",5
"35509","noise",4204,"income_decile",4
"35510","parking",7535,"income_decile",8
"35511","parking",8718,"income_decile",9
"35512","parking",8033,"income_decile",9
"35513","parking",3678,"income_decile",3
"35514","parking",2711,"income_decile",2
"35515","noise",5288,"income_decile",5
"35516","parking",2832,"income_decile",3
"35517","parking",59,"income_decile",NA
"35518","noise",5138,"income_decile",9
"35519","other",3647,"income_decile",3
"35520","parking",9469,"income_decile",9
"35521","other",7398,"income_decile",9
"35522","noise",1073,"income_decile",1
"35523","other",2770,"income_decile",1
"35524","other",9048,"income_decile",10
"35525","other",5291,"income_decile",7
"35526","other",3337,"income_decile",4
"35527","other",8890,"income_decile",10
"35528","parking",2588,"income_decile",2
"35529","household",6103,"income_decile",7
"35530","other",8721,"income_decile",9
"35531","collection",8890,"income_decile",10
"35532","other",4338,"income_decile",6
"35533","household",5619,"income_decile",6
"35534","noise",5299,"income_decile",7
"35535","other",5369,"income_decile",8
"35536","collection",3255,"income_decile",3
"35537","other",3592,"income_decile",2
"35538","parking",4592,"income_decile",3
"35539","parking",3724,"income_decile",6
"35540","parking",4079,"income_decile",4
"35541","parking",3991,"income_decile",8
"35542","household",3378,"income_decile",5
"35543","household",8316,"income_decile",9
"35544","parking",3023,"income_decile",4
"35545","household",1410,"income_decile",1
"35546","other",2137,"income_decile",1
"35547","collection",9577,"income_decile",9
"35548","other",8033,"income_decile",9
"35549","collection",4881,"income_decile",5
"35550","parking",4431,"income_decile",6
"35551","parking",3349,"income_decile",7
"35552","other",3899,"income_decile",6
"35553","parking",12129,"income_decile",10
"35554","other",12768,"income_decile",10
"35555","parking",4269,"income_decile",6
"35556","parking",3705,"income_decile",9
"35557","parking",7737,"income_decile",10
"35558","parking",4067,"income_decile",5
"35559","parking",2656,"income_decile",3
"35560","other",1668,"income_decile",2
"35561","household",5690,"income_decile",7
"35562","parking",3789,"income_decile",5
"35563","parking",6442,"income_decile",8
"35564","parking",9944,"income_decile",10
"35565","other",3072,"income_decile",4
"35566","household",3785,"income_decile",5
"35567","other",6509,"income_decile",6
"35568","other",4384,"income_decile",8
"35569","other",3388,"income_decile",3
"35570","other",2750,"income_decile",3
"35571","parking",3049,"income_decile",4
"35572","noise",1835,"income_decile",1
"35573","other",2051,"income_decile",2
"35574","parking",4313,"income_decile",4
"35575","other",6250,"income_decile",10
"35576","parking",3649,"income_decile",3
"35577","other",3963,"income_decile",3
"35578","noise",2137,"income_decile",1
"35579","household",7266,"income_decile",8
"35580","noise",3779,"income_decile",4
"35581","noise",3542,"income_decile",5
"35582","household",3766,"income_decile",6
"35583","parking",4343,"income_decile",6
"35584","other",7039,"income_decile",10
"35585","parking",2560,"income_decile",2
"35586","other",8599,"income_decile",10
"35587","noise",2184,"income_decile",3
"35588","parking",1674,"income_decile",1
"35589","other",4377,"income_decile",4
"35590","parking",2687,"income_decile",5
"35591","parking",5063,"income_decile",7
"35592","other",3169,"income_decile",5
"35593","noise",3779,"income_decile",4
"35594","household",4073,"income_decile",4
"35595","noise",3684,"income_decile",6
"35596","collection",2432,"income_decile",3
"35597","noise",3302,"income_decile",4
"35598","parking",3683,"income_decile",3
"35599","parking",1793,"income_decile",1
"35600","household",6569,"income_decile",9
"35601","other",4978,"income_decile",3
"35602","other",5619,"income_decile",6
"35603","noise",2483,"income_decile",3
"35604","household",5076,"income_decile",7
"35605","other",4804,"income_decile",8
"35606","collection",3609,"income_decile",6
"35607","parking",2955,"income_decile",3
"35608","noise",6635,"income_decile",8
"35609","other",4154,"income_decile",7
"35610","other",5114,"income_decile",8
"35611","other",7885,"income_decile",9
"35612","noise",3246,"income_decile",5
"35613","noise",4808,"income_decile",8
"35614","noise",8035,"income_decile",9
"35615","noise",8403,"income_decile",10
"35616","noise",7535,"income_decile",8
"35617","collection",5467,"income_decile",8
"35618","collection",2988,"income_decile",3
"35619","other",2180,"income_decile",2
"35620","other",13483,"income_decile",10
"35621","other",8177,"income_decile",10
"35622","noise",12421,"income_decile",10
"35623","other",3310,"income_decile",5
"35624","household",2432,"income_decile",3
"35625","other",3918,"income_decile",4
"35626","parking",4013,"income_decile",4
"35627","noise",2422,"income_decile",1
"35628","noise",4195,"income_decile",8
"35629","parking",2055,"income_decile",1
"35630","noise",5663,"income_decile",6
"35631","other",3836,"income_decile",7
"35632","other",2538,"income_decile",2
"35633","parking",2965,"income_decile",4
"35634","other",9048,"income_decile",10
"35635","other",7674,"income_decile",9
"35636","noise",2423,"income_decile",4
"35637","noise",3064,"income_decile",4
"35638","other",1461,"income_decile",1
"35639","other",2839,"income_decile",2
"35640","noise",7708,"income_decile",9
"35641","collection",1938,"income_decile",1
"35642","collection",3944,"income_decile",7
"35643","collection",2304,"income_decile",3
"35644","parking",2802,"income_decile",2
"35645","collection",3828,"income_decile",5
"35646","other",3766,"income_decile",6
"35647","other",88,"income_decile",1
"35648","other",1260,"income_decile",1
"35649","other",7482,"income_decile",8
"35650","noise",9577,"income_decile",9
"35651","noise",9469,"income_decile",9
"35652","noise",2137,"income_decile",1
"35653","noise",4724,"income_decile",6
"35654","other",6245,"income_decile",9
"35655","noise",10174,"income_decile",10
"35656","other",4528,"income_decile",6
"35657","other",7906,"income_decile",9
"35658","noise",2592,"income_decile",5
"35659","other",8721,"income_decile",9
"35660","household",2432,"income_decile",3
"35661","noise",4835,"income_decile",7
"35662","other",5726,"income_decile",9
"35663","noise",5899,"income_decile",7
"35664","noise",3675,"income_decile",5
"35665","parking",3571,"income_decile",4
"35666","noise",4655,"income_decile",7
"35667","noise",3528,"income_decile",2
"35668","parking",4189,"income_decile",9
"35669","parking",1675,"income_decile",1
"35670","household",12768,"income_decile",10
"35671","parking",3936,"income_decile",3
"35672","noise",5076,"income_decile",7
"35673","noise",5230,"income_decile",5
"35674","noise",4040,"income_decile",5
"35675","noise",5474,"income_decile",7
"35676","noise",3858,"income_decile",6
"35677","parking",2047,"income_decile",2
"35678","parking",1686,"income_decile",9
"35679","parking",3028,"income_decile",3
"35680","parking",4835,"income_decile",7
"35681","parking",3705,"income_decile",9
"35682","parking",6552,"income_decile",8
"35683","noise",7398,"income_decile",9
"35684","noise",7129,"income_decile",8
"35685","noise",8051,"income_decile",9
"35686","collection",3759,"income_decile",7
"35687","collection",5207,"income_decile",9
"35688","noise",1674,"income_decile",1
"35689","parking",3568,"income_decile",3
"35690","other",7693,"income_decile",9
"35691","other",5818,"income_decile",6
"35692","parking",1615,"income_decile",1
"35693","collection",8786,"income_decile",9
"35694","parking",9488,"income_decile",10
"35695","collection",3961,"income_decile",6
"35696","parking",2922,"income_decile",2
"35697","other",4060,"income_decile",6
"35698","other",5597,"income_decile",10
"35699","noise",5597,"income_decile",10
"35700","parking",4556,"income_decile",4
"35701","noise",3988,"income_decile",4
"35702","other",1764,"income_decile",1
"35703","other",2839,"income_decile",2
"35704","other",8370,"income_decile",10
"35705","other",6352,"income_decile",8
"35706","other",7092,"income_decile",7
"35707","other",3675,"income_decile",5
"35708","other",8358,"income_decile",10
"35709","other",6806,"income_decile",8
"35710","parking",3295,"income_decile",5
"35711","other",5663,"income_decile",6
"35712","other",2619,"income_decile",2
"35713","other",2225,"income_decile",1
"35714","collection",3667,"income_decile",4
"35715","other",6033,"income_decile",8
"35716","parking",158,"income_decile",1
"35717","parking",1576,"income_decile",1
"35718","other",5980,"income_decile",7
"35719","other",6572,"income_decile",9
"35720","parking",2655,"income_decile",3
"35721","parking",2047,"income_decile",2
"35722","other",2694,"income_decile",6
"35723","other",1733,"income_decile",3
"35724","other",2839,"income_decile",2
"35725","other",3310,"income_decile",5
"35726","parking",3308,"income_decile",5
"35727","noise",3963,"income_decile",3
"35728","other",1884,"income_decile",1
"35729","parking",3286,"income_decile",4
"35730","other",6366,"income_decile",6
"35731","noise",2497,"income_decile",3
"35732","other",8718,"income_decile",9
"35733","parking",2302,"income_decile",1
"35734","parking",5646,"income_decile",8
"35735","other",4930,"income_decile",5
"35736","other",3982,"income_decile",4
"35737","household",2317,"income_decile",2
"35738","parking",3417,"income_decile",3
"35739","other",2559,"income_decile",2
"35740","household",2885,"income_decile",3
"35741","other",2392,"income_decile",2
"35742","parking",1722,"income_decile",1
"35743","household",2317,"income_decile",2
"35744","other",4821,"income_decile",6
"35745","other",7639,"income_decile",8
"35746","noise",8924,"income_decile",10
"35747","noise",4687,"income_decile",6
"35748","other",7129,"income_decile",8
"35749","noise",6683,"income_decile",10
"35750","other",5011,"income_decile",7
"35751","other",3608,"income_decile",4
"35752","collection",3834,"income_decile",3
"35753","other",5822,"income_decile",8
"35754","parking",3665,"income_decile",3
"35755","noise",3562,"income_decile",5
"35756","noise",4720,"income_decile",5
"35757","other",3054,"income_decile",5
"35758","noise",4939,"income_decile",7
"35759","collection",5291,"income_decile",7
"35760","other",5430,"income_decile",9
"35761","other",3963,"income_decile",3
"35762","other",1638,"income_decile",9
"35763","noise",1053,"income_decile",3
"35764","parking",1153,"income_decile",1
"35765","noise",4725,"income_decile",7
"35766","noise",4087,"income_decile",9
"35767","other",3982,"income_decile",4
"35768","noise",4882,"income_decile",9
"35769","other",1688,"income_decile",1
"35770","noise",2978,"income_decile",4
"35771","other",3773,"income_decile",4
"35772","parking",2969,"income_decile",4
"35773","parking",5085,"income_decile",10
"35774","noise",7456,"income_decile",10
"35775","parking",2249,"income_decile",1
"35776","other",9469,"income_decile",9
"35777","parking",2320,"income_decile",1
"35778","other",7906,"income_decile",9
"35779","parking",2270,"income_decile",1
"35780","noise",2376,"income_decile",2
"35781","other",2369,"income_decile",2
"35782","other",3967,"income_decile",5
"35783","other",7904,"income_decile",9
"35784","other",5792,"income_decile",9
"35785","parking",7906,"income_decile",9
"35786","other",4743,"income_decile",6
"35787","other",2508,"income_decile",1
"35788","other",1724,"income_decile",1
"35789","other",195,"income_decile",1
"35790","parking",2423,"income_decile",4
"35791","parking",1821,"income_decile",1
"35792","other",8463,"income_decile",10
"35793","other",3220,"income_decile",3
"35794","noise",13483,"income_decile",10
"35795","parking",2699,"income_decile",3
"35796","parking",5582,"income_decile",9
"35797","other",1635,"income_decile",1
"35798","other",1322,"income_decile",1
"35799","noise",5690,"income_decile",7
"35800","other",3298,"income_decile",5
"35801","other",3063,"income_decile",3
"35802","parking",2199,"income_decile",2
"35803","parking",6214,"income_decile",8
"35804","parking",5580,"income_decile",7
"35805","other",195,"income_decile",1
"35806","noise",3840,"income_decile",6
"35807","other",2443,"income_decile",1
"35808","noise",8092,"income_decile",8
"35809","parking",2588,"income_decile",2
"35810","noise",5028,"income_decile",5
"35811","noise",4043,"income_decile",5
"35812","noise",3279,"income_decile",4
"35813","parking",4113,"income_decile",6
"35814","noise",12370,"income_decile",10
"35815","noise",1671,"income_decile",1
"35816","household",3954,"income_decile",4
"35817","noise",7906,"income_decile",9
"35818","other",2399,"income_decile",2
"35819","noise",4671,"income_decile",5
"35820","parking",1927,"income_decile",1
"35821","parking",1910,"income_decile",2
"35822","parking",2966,"income_decile",4
"35823","noise",8286,"income_decile",9
"35824","noise",7092,"income_decile",7
"35825","other",1227,"income_decile",1
"35826","other",2639,"income_decile",2
"35827","noise",4593,"income_decile",8
"35828","parking",4822,"income_decile",6
"35829","other",1892,"income_decile",1
"35830","other",4729,"income_decile",5
"35831","other",5868,"income_decile",9
"35832","other",4855,"income_decile",8
"35833","parking",1576,"income_decile",1
"35834","other",3170,"income_decile",3
"35835","parking",3629,"income_decile",4
"35836","parking",3286,"income_decile",4
"35837","parking",2615,"income_decile",3
"35838","other",3170,"income_decile",3
"35839","noise",5913,"income_decile",7
"35840","household",4593,"income_decile",8
"35841","other",6572,"income_decile",9
"35842","other",4377,"income_decile",6
"35843","other",3582,"income_decile",3
"35844","parking",3549,"income_decile",3
"35845","household",5868,"income_decile",9
"35846","noise",3905,"income_decile",5
"35847","noise",2859,"income_decile",8
"35848","other",8997,"income_decile",10
"35849","parking",2739,"income_decile",3
"35850","other",4752,"income_decile",8
"35851","noise",1635,"income_decile",1
"35852","parking",3673,"income_decile",1
"35853","noise",6214,"income_decile",8
"35854","parking",3387,"income_decile",4
"35855","collection",3364,"income_decile",2
"35856","parking",7891,"income_decile",9
"35857","other",3492,"income_decile",2
"35858","noise",4520,"income_decile",7
"35859","other",2839,"income_decile",2
"35860","other",3608,"income_decile",3
"35861","parking",2416,"income_decile",2
"35862","noise",3134,"income_decile",3
"35863","other",6366,"income_decile",6
"35864","noise",7398,"income_decile",9
"35865","other",3828,"income_decile",5
"35866","noise",1880,"income_decile",2
"35867","household",7709,"income_decile",10
"35868","other",5868,"income_decile",9
"35869","noise",3087,"income_decile",6
"35870","other",6352,"income_decile",8
"35871","household",5868,"income_decile",9
"35872","parking",4204,"income_decile",4
"35873","other",3617,"income_decile",5
"35874","other",4254,"income_decile",5
"35875","noise",9388,"income_decile",10
"35876","other",3239,"income_decile",5
"35877","other",7904,"income_decile",10
"35878","noise",8463,"income_decile",10
"35879","other",1866,"income_decile",1
"35880","household",5868,"income_decile",9
"35881","other",4067,"income_decile",5
"35882","noise",3542,"income_decile",5
"35883","parking",4332,"income_decile",5
"35884","collection",3211,"income_decile",8
"35885","parking",3644,"income_decile",3
"35886","other",1066,"income_decile",1
"35887","parking",2834,"income_decile",3
"35888","parking",3039,"income_decile",3
"35889","household",2194,"income_decile",1
"35890","other",5043,"income_decile",5
"35891","parking",3089,"income_decile",2
"35892","other",1565,"income_decile",2
"35893","other",6667,"income_decile",6
"35894","parking",6352,"income_decile",8
"35895","other",8463,"income_decile",10
"35896","other",7398,"income_decile",9
"35897","other",3982,"income_decile",4
"35898","other",5489,"income_decile",9
"35899","other",4390,"income_decile",4
"35900","parking",6616,"income_decile",8
"35901","other",4595,"income_decile",6
"35902","collection",2847,"income_decile",5
"35903","other",7482,"income_decile",8
"35904","other",4020,"income_decile",5
"35905","other",5792,"income_decile",9
"35906","parking",5063,"income_decile",7
"35907","noise",3673,"income_decile",1
"35908","other",2832,"income_decile",3
"35909","parking",3089,"income_decile",2
"35910","noise",5441,"income_decile",6
"35911","parking",4090,"income_decile",7
"35912","other",1635,"income_decile",1
"35913","collection",1377,"income_decile",1
"35914","other",5686,"income_decile",8
"35915","parking",3563,"income_decile",4
"35916","other",1548,"income_decile",1
"35917","other",6366,"income_decile",6
"35918","parking",1349,"income_decile",1
"35919","noise",4971,"income_decile",9
"35920","other",2157,"income_decile",2
"35921","noise",4769,"income_decile",5
"35922","noise",2559,"income_decile",1
"35923","other",7996,"income_decile",10
"35924","noise",5690,"income_decile",7
"35925","noise",2266,"income_decile",3
"35926","other",8305,"income_decile",9
"35927","other",6291,"income_decile",10
"35928","other",1635,"income_decile",1
"35929","other",7045,"income_decile",10
"35930","other",7039,"income_decile",10
"35931","noise",1271,"income_decile",1
"35932","other",9469,"income_decile",9
"35933","household",3974,"income_decile",2
"35934","other",7996,"income_decile",10
"35935","other",2432,"income_decile",3
"35936","other",3779,"income_decile",5
"35937","noise",4547,"income_decile",8
"35938","other",2081,"income_decile",1
"35939","noise",4275,"income_decile",6
"35940","noise",5650,"income_decile",9
"35941","other",127,"income_decile",1
"35942","other",8924,"income_decile",10
"35943","noise",5593,"income_decile",8
"35944","other",2663,"income_decile",2
"35945","noise",1360,"income_decile",1
"35946","other",4139,"income_decile",7
"35947","other",2225,"income_decile",3
"35948","parking",1927,"income_decile",1
"35949","other",3066,"income_decile",5
"35950","noise",4384,"income_decile",8
"35951","noise",7996,"income_decile",10
"35952","collection",3035,"income_decile",3
"35953","noise",1635,"income_decile",1
"35954","noise",3988,"income_decile",4
"35955","other",1610,"income_decile",1
"35956","parking",1666,"income_decile",1
"35957","other",4616,"income_decile",7
"35958","other",4389,"income_decile",6
"35959","parking",6158,"income_decile",8
"35960","noise",3538,"income_decile",4
"35961","other",4821,"income_decile",6
"35962","noise",4541,"income_decile",8
"35963","household",8458,"income_decile",10
"35964","other",4412,"income_decile",4
"35965","other",4836,"income_decile",5
"35966","parking",5076,"income_decile",7
"35967","noise",6171,"income_decile",7
"35968","other",6291,"income_decile",10
"35969","other",6366,"income_decile",6
"35970","other",3279,"income_decile",4
"35971","parking",4393,"income_decile",5
"35972","other",2002,"income_decile",3
"35973","other",9442,"income_decile",10
"35974","other",5928,"income_decile",8
"35975","noise",4161,"income_decile",5
"35976","noise",7224,"income_decile",8
"35977","household",4521,"income_decile",6
"35978","other",5442,"income_decile",6
"35979","other",1132,"income_decile",1
"35980","noise",3384,"income_decile",5
"35981","collection",2488,"income_decile",2
"35982","other",4934,"income_decile",7
"35983","household",2367,"income_decile",3
"35984","other",7617,"income_decile",8
"35985","other",5603,"income_decile",8
"35986","noise",4377,"income_decile",4
"35987","other",9469,"income_decile",9
"35988","other",6366,"income_decile",6
"35989","other",2839,"income_decile",2
"35990","other",3134,"income_decile",3
"35991","other",3665,"income_decile",3
"35992","other",3163,"income_decile",5
"35993","parking",5106,"income_decile",6
"35994","other",4162,"income_decile",3
"35995","other",5792,"income_decile",9
"35996","noise",1952,"income_decile",1
"35997","other",6321,"income_decile",10
"35998","other",5872,"income_decile",9
"35999","other",1271,"income_decile",1
"36000","other",4051,"income_decile",4
"36001","other",2352,"income_decile",1
"36002","other",7506,"income_decile",10
"36003","other",714,"income_decile",1
"36004","parking",1380,"income_decile",1
"36005","parking",3563,"income_decile",4
"36006","other",4729,"income_decile",5
"36007","noise",2905,"income_decile",3
"36008","noise",3972,"income_decile",4
"36009","noise",3362,"income_decile",6
"36010","other",4729,"income_decile",5
"36011","parking",3039,"income_decile",3
"36012","parking",4556,"income_decile",4
"36013","other",4432,"income_decile",3
"36014","parking",8866,"income_decile",9
"36015","other",6533,"income_decile",8
"36016","noise",4218,"income_decile",6
"36017","household",8051,"income_decile",9
"36018","noise",4275,"income_decile",6
"36019","other",1173,"income_decile",1
"36020","other",3088,"income_decile",7
"36021","noise",3617,"income_decile",5
"36022","other",3711,"income_decile",6
"36023","noise",5288,"income_decile",5
"36024","other",3420,"income_decile",2
"36025","noise",4483,"income_decile",8
"36026","other",7039,"income_decile",10
"36027","noise",5872,"income_decile",9
"36028","parking",2615,"income_decile",3
"36029","noise",3036,"income_decile",3
"36030","parking",4683,"income_decile",5
"36031","other",2471,"income_decile",1
"36032","other",4031,"income_decile",6
"36033","parking",5928,"income_decile",8
"36034","collection",2916,"income_decile",3
"36035","other",2409,"income_decile",2
"36036","parking",1299,"income_decile",1
"36037","parking",4881,"income_decile",5
"36038","other",3103,"income_decile",4
"36039","noise",4822,"income_decile",6
"36040","other",2981,"income_decile",2
"36041","noise",5913,"income_decile",7
"36042","noise",5406,"income_decile",7
"36043","other",9577,"income_decile",9
"36044","noise",5303,"income_decile",7
"36045","noise",7032,"income_decile",9
"36046","noise",7055,"income_decile",10
"36047","noise",13483,"income_decile",10
"36048","parking",3557,"income_decile",4
"36049","collection",3897,"income_decile",5
"36050","other",3302,"income_decile",4
"36051","parking",3836,"income_decile",7
"36052","parking",6843,"income_decile",9
"36053","noise",6665,"income_decile",7
"36054","other",6572,"income_decile",9
"36055","other",3675,"income_decile",5
"36056","other",4830,"income_decile",5
"36057","other",7904,"income_decile",9
"36058","other",1854,"income_decile",1
